Point Number,RTC,RPM,Inj PW,Duty Cycle,CL Comp,Target AFR,AFR,Air Temp Enr,Coolant Enr,Coolant AFR Offset,Afterstart Enr,Current Learn,CL Status,Learn Status,Fuel Economy,Fuel Flow,MAP RoC,TPS RoC,Tuning Change,Estimated VE,Main Rev Limit,Rev Limit #1,Launch Retard,Ignition Timing,Knock Retard,Knock Level,Spark Pad2,IAC Position,Target Idle Speed,MAP,TPS,MAT,CTS,Baro,Battery,Oil Pressure,Fuel Pressure,Pedal Position,AC Kick,Fan #1,Fan #2,#2 Fuel Pump,AC Shutdown,TCC Lockup,Sensor Warning,Sensor Caution,Base Fuel lb/hr,Base Fuel VE,Base Timing,Base Target AFR,Base Ign Dwell,Vol Comp Ign Dwell,Inj End Angle,ECU Log Trigger,Timing vs Air,Timing vs Cool,Status 1,Status 2,Status 3,Status 4,Status 5,Status 6,Status 7,Status 8,Inj Driver #1 PPH,Inj Driver #2 PPH,Inj Driver #3 PPH,Inj Driver #4 PPH,Inj Driver #5 PPH,Inj Driver #6 PPH,Inj Driver #7 PPH,Inj Driver #8 PPH,Inj Driver #1 PW,Inj Driver #2 PW,Inj Driver #3 PW,Inj Driver #4 PW,Inj Driver #5 PW,Inj Driver #6 PW,Inj Driver #7 PW,Inj Driver #8 PW,Cyl #1 Fuel Cor,Cyl #2 Fuel Cor,Cyl #3 Fuel Cor,Cyl #4 Fuel Cor,Cyl #5 Fuel Cor,Cyl #6 Fuel Cor,Cyl #7 Fuel Cor,Cyl #8 Fuel Cor,Cyl #1 Timing Cor,Cyl #2 Timing Cor,Cyl #3 Timing Cor,Cyl #4 Timing Cor,Cyl #5 Timing Cor,Cyl #6 Timing Cor,Cyl #7 Timing Cor,Cyl #8 Timing Cor,DI Target FP,Boost PSIG,Staging Input #1,Staging Input #2,Staging Output,System Pad2,System Pad3,System Pad4,Boost Gear,Boost,Boost Speed,Boost Time,Target Boost,Trans Brake,Boost Scramble +,Boost Scramble -,Manual Boost Reset,Boost Solenoid Duty,Boost Safety,Boost Master Enbl,Boost Man Shift Inp,Boost Fill Sol DC,Boost Vent Sol DC,N2O Stage 1,GPO 1,N2O Enabled,N2O Input #1,N2O Lean Cutoff,N2O Rich Cutoff,N2O RPM Cutoff,N2O MAP Cutoff,N2O Dry Fuel #1,N2O Tmg Mod #1,N2O Timer #1,N20 Pad1,N20 Pad2,N20 Pad3,N20 Pad4,Gear,Speed,Line Pressure,Input Shaft Speed,Accum Pressure,TCC Duty Cycle,Line Temp,Trans Man US Input,Trans Man DS Input,Trans Auto/Man In,Trans Range Pos,Trans Pad 2,TB TPS #1,TB TPS #2,Pedal TPS #1,Pedal TPS #2,TB Position,Brake Pedal,DBW Pad2,Diag #1,Diag #2,Diag #3,Diag #4,Diag #5,Diag #6,Diag #7,Diag #8,Diag #9,Diag #10,Diag #11,Diag #12,Diag #13,Diag #14,Diag #15,Diag #16,Diag #17,Diag #18,Diag #19,Diag #20,AT Launch Input,AT Manual Reset,AT Gear,,,,,,,,,,,Input #1,Input #2,Input #3,Input #4,Input #5,Input #6,Input #7,Input #8,Input #9,Input #10,Input #11,Input #12,Input #13,Input #14,Input #15,Input #16,Input #17,Input #18,Input #19,Input #20,Output #1,Output #2,Output #3,Output #4,Output #5,Output #6,Output #7,Output #8,Output #9,Output #10,Output #11,Output #12,Output #13,Output #14,Output #15,Output #16,Output #17,Output #18,Output #19,Output #20
266,7.659000,1943.037598,2.650789,3.316908,2.179738,14.630356,14.382653,98.738556,100.000000,0.000000,100.000000,-30.936512,1.000000,1.000000,2.933178,17.117369,0.000000,0.000000,0.000000,60.366890,0.000000,0.000000,0.000000,34.189659,0.000000,0.000000,0.000000,40.000000,700.000000,48.526802,23.966360,132.611206,199.426971,102.793747,14.129247,39.550926,42.440941,15.929987,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.484411,86.372452,34.189659,14.632113,4.500000,4.396358,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.139930,2.139930,2.139930,2.139930,2.139930,2.139930,2.139930,2.139930,2.649776,2.649776,2.660241,2.660241,2.660241,2.660241,2.660241,2.660241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.853555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.853555,0.000000,818.446716,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.144396,24.406250,1118.755615,0.000000,0.000000,181.150497,0.000000,0.000000,0.000000,1.000000,0.000000,3.481807,1.511312,1.516911,0.719060,23.959225,0.000000,0.000000,1000000.000000,0.000000,247.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
267,7.682000,1945.470703,2.656714,3.327402,2.146885,14.635918,14.381351,98.740303,100.000000,0.000000,100.000000,-30.940695,1.000000,1.000000,2.951381,17.132130,0.000000,0.000000,0.000000,60.122105,0.000000,0.000000,0.000000,34.291126,0.000000,0.000000,0.000000,40.000000,700.000000,48.466057,23.992256,132.594971,199.436157,102.783554,14.082546,39.359085,42.413746,15.942153,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.438318,86.383667,34.305405,14.636454,4.500000,4.409714,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.132494,2.132494,2.132494,2.129255,2.129255,2.129255,2.129255,2.129255,2.637712,2.637712,2.637712,2.637712,2.637712,2.637712,2.637712,2.637712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.904728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.904728,0.000000,818.470886,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.225762,24.598526,1128.285400,0.000000,0.000000,181.110153,0.000000,0.000000,0.000000,1.000000,0.000000,3.479475,1.512018,1.516016,0.719977,24.000772,0.000000,0.000000,1000000.000000,0.000000,248.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
268,7.703000,1951.228271,2.636385,3.300827,1.946673,14.640861,14.258420,98.742508,100.000000,0.000000,100.000000,-30.946533,1.000000,1.000000,2.999629,17.034380,0.000000,0.000000,0.000000,59.864380,0.000000,0.000000,0.000000,34.469700,0.000000,0.000000,0.000000,40.000000,700.000000,48.241661,23.971462,132.571777,199.459625,102.786789,14.075720,39.518196,42.410404,15.927950,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.441399,86.426765,34.469700,14.642614,4.500000,4.411853,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.135009,2.135009,2.135009,2.135009,2.135009,2.135009,2.135009,2.135009,2.642528,2.642528,2.639075,2.639075,2.639075,2.639075,2.639075,2.639075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.929913,0.000000,818.495056,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.288178,24.679794,1138.223999,0.000000,0.000000,181.205734,0.000000,0.000000,0.000000,1.000000,0.000000,3.480355,1.511748,1.515799,0.720008,23.985054,0.000000,0.000000,1000000.000000,0.000000,248.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
269,7.727000,1953.059082,2.645405,3.318161,2.290099,14.645132,14.574451,98.743645,100.000000,0.000000,100.000000,-30.949194,1.000000,1.000000,3.015311,17.146988,0.000000,0.000000,0.000000,61.203323,0.000000,0.000000,0.000000,34.536850,0.000000,0.000000,0.000000,40.000000,700.000000,48.212955,23.990334,132.559814,199.447510,102.784737,14.058050,39.524372,42.400879,15.904929,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.544062,86.505554,34.556477,14.645868,4.500000,4.417398,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.148808,2.148808,2.148808,2.148808,2.152023,2.152023,2.152023,2.152023,2.653963,2.653963,2.653963,2.653963,2.653963,2.653963,2.653963,2.653963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.891396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.891396,0.000000,818.517212,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.390195,24.590996,1152.107910,0.000000,0.000000,181.148392,0.000000,0.000000,0.000000,1.000000,0.000000,3.481553,1.513207,1.514563,0.719946,23.988480,0.000000,0.000000,1000000.000000,0.000000,248.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
270,7.752000,1955.811035,2.634844,3.309258,2.201518,14.647192,14.513328,98.746773,100.000000,0.000000,100.000000,-30.949726,1.000000,1.000000,3.052624,17.077890,0.000000,0.000000,0.000000,60.743401,0.000000,0.000000,0.000000,34.620716,0.000000,0.000000,0.000000,40.000000,700.000000,48.046154,23.983154,132.531372,199.446716,102.781990,14.084328,39.323330,42.417599,15.915274,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.449783,86.483154,34.620716,14.648277,4.500000,4.409156,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.140239,2.140239,2.140239,2.140239,2.140239,2.140239,2.140239,2.140239,2.639079,2.639079,2.638329,2.638329,2.638329,2.638329,2.638329,2.638329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.931794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.931794,0.000000,818.539368,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.480853,24.728813,1164.602417,0.000000,0.000000,181.082535,0.000000,0.000000,0.000000,1.000000,0.000000,3.480857,1.512905,1.514169,0.718835,23.987125,0.000000,0.000000,1000000.000000,0.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
271,7.773000,1960.032715,2.630818,3.309626,2.140687,14.653129,14.492139,98.748131,100.000000,0.000000,100.000000,-30.954887,1.000000,1.000000,3.094306,17.066338,0.000000,0.000000,0.000000,60.673592,0.000000,0.000000,0.000000,34.750084,0.000000,0.000000,0.000000,40.000000,700.000000,47.931438,24.003164,132.519806,199.433502,102.780197,14.112739,39.619339,42.413879,15.904054,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.388798,86.470360,34.756042,14.653353,4.500000,4.400280,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.129710,2.129710,2.129710,2.134781,2.134781,2.134781,2.134781,2.134781,2.625789,2.625789,2.625789,2.625789,2.625789,2.625789,2.625789,2.625789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.943340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.943340,0.000000,818.563538,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.573385,24.744120,1177.431641,0.000000,0.000000,181.188751,0.000000,0.000000,0.000000,1.000000,0.000000,3.479749,1.515723,1.513932,0.718551,24.047398,0.000000,0.000000,1000000.000000,0.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
272,7.797000,1962.599854,2.633353,3.325458,2.171527,14.655038,14.537938,98.749367,100.000000,0.000000,100.000000,-30.950531,1.000000,1.000000,3.110671,17.161493,0.000000,0.000000,0.000000,60.981319,0.000000,0.000000,0.000000,34.842064,0.000000,0.000000,0.000000,40.000000,700.000000,48.095318,23.981594,132.507935,199.405533,102.753548,14.126082,39.811348,42.417336,15.885912,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.545977,86.579033,34.842064,14.656578,4.500000,4.396123,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.141787,2.141787,2.141787,2.141787,2.141787,2.141787,2.141787,2.141787,2.628707,2.628707,2.627032,2.627032,2.627032,2.627032,2.627032,2.627032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.942489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.942489,0.000000,818.587708,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.645311,24.794914,1186.232422,0.000000,0.000000,181.104996,0.000000,0.000000,0.000000,1.000000,0.000000,3.480186,1.512375,1.514594,0.719854,23.995892,0.000000,0.000000,1000000.000000,0.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
273,7.820000,1966.985596,2.616940,3.302152,1.933078,14.657926,14.363407,98.750473,100.000000,0.000000,100.000000,-30.955179,1.000000,1.000000,3.156217,17.021700,0.000000,0.000000,0.000000,59.554863,0.000000,0.000000,0.000000,34.877995,0.000000,0.000000,0.000000,40.000000,700.000000,47.837234,24.005159,132.490753,199.429550,102.764511,14.121078,39.749760,42.417370,15.913336,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.449306,86.552681,34.947350,14.660526,4.500000,4.395937,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.125678,2.125678,2.125678,2.126282,2.126282,2.126282,2.126282,2.126282,2.608621,2.608621,2.608621,2.608621,2.608621,2.608621,2.608621,2.608621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.967346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.967346,0.000000,818.609863,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.725872,24.847382,1195.186157,0.000000,0.000000,181.107330,0.000000,0.000000,0.000000,1.000000,0.000000,3.480488,1.511879,1.514839,0.719850,23.985004,0.000000,0.000000,1000000.000000,0.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
274,7.843000,1967.954834,2.608959,3.293127,1.908017,14.662860,14.390351,98.753273,100.000000,0.000000,100.000000,-30.961971,1.000000,1.000000,3.190001,16.994642,0.000000,0.000000,0.000000,59.707355,0.000000,0.000000,0.000000,35.026413,0.000000,0.000000,0.000000,40.000000,700.000000,47.771782,24.025440,132.461914,199.425339,102.761864,14.100801,39.917652,42.423092,15.918213,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.469387,86.584023,35.026413,14.663491,4.500000,4.404005,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.133028,2.133028,2.133028,2.133028,2.133028,2.133028,2.133028,2.133028,2.616609,2.616609,2.622654,2.622654,2.622654,2.622654,2.622654,2.622654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.947806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.947806,0.000000,818.632019,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.783132,24.806749,1203.747803,0.000000,0.000000,181.265030,0.000000,0.000000,0.000000,1.000000,0.000000,3.479857,1.514349,1.515009,0.719955,24.000513,0.000000,0.000000,1000000.000000,0.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
275,7.867000,1972.121216,2.614004,3.304193,1.787023,14.665366,14.325897,98.755966,100.000000,0.000000,100.000000,-30.957403,1.000000,1.000000,3.204557,17.053770,0.000000,0.000000,0.000000,59.652950,0.000000,0.000000,0.000000,35.091431,0.000000,0.000000,0.000000,40.000000,700.000000,47.809353,24.026737,132.434448,199.438187,102.772064,14.095065,40.241081,42.441471,15.927467,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.474968,86.603806,35.091431,14.665930,4.500000,4.405797,-120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.126013,2.126013,2.126013,2.125840,2.125840,2.125840,2.125840,2.125840,2.609994,2.609994,2.609994,2.609994,2.609994,2.609994,2.609994,2.609994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.986069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.986069,0.000000,818.656189,0.000000,0.000000,0.000000,0.000000,0.000000,-100.000000,0.000000,1.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.861336,24.900532,1213.273071,0.000000,0.000000,181.113220,0.000000,0.000000,0.000000,1.000000,0.000000,3.480587,1.512381,1.516804,0.721593,23.990473,0.000000,0.000000,1000000.000000,0.000000,251.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1000001.000000,1000001.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
